"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"03/22/2020","AQS","060731008","1","0.047","ppm","44","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"03/23/2020","AQS","060731008","1","0.042","ppm","39","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"03/24/2020","AQS","060731008","1","0.044","ppm","41","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"03/27/2020","AQS","060731008","1","0.047","ppm","44","Camp Pendleton","14","82.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"03/28/2020","AQS","060731008","1","0.046","ppm","43","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"03/29/2020","AQS","060731008","1","0.047","ppm","44","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"03/30/2020","AQS","060731008","1","0.045","ppm","42","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"03/31/2020","AQS","060731008","1","0.034","ppm","31","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"04/01/2020","AQS","060731008","1","0.037","ppm","34","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"04/02/2020","AQS","060731008","1","0.043","ppm","40","Camp Pendleton","13","76.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"04/03/2020","AQS","060731008","1","0.048","ppm","44","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"04/04/2020","AQS","060731008","1","0.041","ppm","38","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"04/05/2020","AQS","060731008","1","0.036","ppm","33","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"04/06/2020","AQS","060731008","1","0.037","ppm","34","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"04/07/2020","AQS","060731008","1","0.041","ppm","38","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"04/08/2020","AQS","060731008","1","0.044","ppm","41","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"04/09/2020","AQS","060731008","1","0.041","ppm","38","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"04/10/2020","AQS","060731008","1","0.036","ppm","33","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"04/11/2020","AQS","060731008","1","0.046","ppm","43","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"04/12/2020","AQS","060731008","1","0.04","ppm","37","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"04/13/2020","AQS","060731008","1","0.04","ppm","37","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"04/14/2020","AQS","060731008","1","0.044","ppm","41","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"04/15/2020","AQS","060731008","1","0.049","ppm","45","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"04/16/2020","AQS","060731008","1","0.048","ppm","44","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"04/17/2020","AQS","060731008","1","0.04","ppm","37","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"04/18/2020","AQS","060731008","1","0.04","ppm","37","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"04/19/2020","AQS","060731008","1","0.042","ppm","39","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"04/20/2020","AQS","060731008","1","0.039","ppm","36","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"04/21/2020","AQS","060731008","1","0.039","ppm","36","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"04/22/2020","AQS","060731008","1","0.042","ppm","39","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"04/23/2020","AQS","060731008","1","0.05","ppm","46","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"04/24/2020","AQS","060731008","1","0.054","ppm","50","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"04/25/2020","AQS","060731008","1","0.045","ppm","42","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"04/26/2020","AQS","060731008","1","0.045","ppm","42","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"04/27/2020","AQS","060731008","1","0.041","ppm","38","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"04/28/2020","AQS","060731008","1","0.044","ppm","41","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"04/29/2020","AQS","060731008","1","0.043","ppm","40","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"04/30/2020","AQS","060731008","1","0.05","ppm","46","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"05/01/2020","AQS","060731008","1","0.051","ppm","47","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"05/02/2020","AQS","060731008","1","0.047","ppm","44","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"05/03/2020","AQS","060731008","1","0.034","ppm","31","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"05/04/2020","AQS","060731008","1","0.04","ppm","37","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"05/05/2020","AQS","060731008","1","0.05","ppm","46","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"05/06/2020","AQS","060731008","1","0.056","ppm","54","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"05/07/2020","AQS","060731008","1","0.06","ppm","67","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"05/08/2020","AQS","060731008","1","0.048","ppm","44","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"05/09/2020","AQS","060731008","1","0.043","ppm","40","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"05/10/2020","AQS","060731008","1","0.044","ppm","41","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"05/11/2020","AQS","060731008","1","0.043","ppm","40","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"05/12/2020","AQS","060731008","1","0.037","ppm","34","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"05/13/2020","AQS","060731008","1","0.041","ppm","38","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"05/14/2020","AQS","060731008","1","0.035","ppm","32","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"05/15/2020","AQS","060731008","1","0.034","ppm","31","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"05/16/2020","AQS","060731008","1","0.039","ppm","36","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"05/17/2020","AQS","060731008","1","0.039","ppm","36","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"05/18/2020","AQS","060731008","1","0.035","ppm","32","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"05/19/2020","AQS","060731008","1","0.036","ppm","33","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"05/20/2020","AQS","060731008","1","0.04","ppm","37","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"05/21/2020","AQS","060731008","1","0.041","ppm","38","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"05/22/2020","AQS","060731008","1","0.043","ppm","40","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"05/23/2020","AQS","060731008","1","0.045","ppm","42","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"05/24/2020","AQS","060731008","1","0.043","ppm","40","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"05/25/2020","AQS","060731008","1","0.039","ppm","36","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"05/26/2020","AQS","060731008","1","0.037","ppm","34","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"05/27/2020","AQS","060731008","1","0.036","ppm","33","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"05/28/2020","AQS","060731008","1","0.031","ppm","29","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"05/29/2020","AQS","060731008","1","0.029","ppm","27","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"05/30/2020","AQS","060731008","1","0.031","ppm","29","Camp Pendleton","15","88.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"05/31/2020","AQS","060731008","1","0.031","ppm","29","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"06/01/2020","AQS","060731008","1","0.036","ppm","33","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"06/02/2020","AQS","060731008","1","0.031","ppm","29","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"06/03/2020","AQS","060731008","1","0.038","ppm","35","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"06/04/2020","AQS","060731008","1","0.04","ppm","37","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"06/05/2020","AQS","060731008","1","0.031","ppm","29","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"06/06/2020","AQS","060731008","1","0.031","ppm","29","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"06/07/2020","AQS","060731008","1","0.035","ppm","32","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"06/08/2020","AQS","060731008","1","0.05","ppm","46","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"06/09/2020","AQS","060731008","1","0.051","ppm","47","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"06/10/2020","AQS","060731008","1","0.06","ppm","67","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"06/11/2020","AQS","060731008","1","0.036","ppm","33","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"06/12/2020","AQS","060731008","1","0.031","ppm","29","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"06/13/2020","AQS","060731008","1","0.042","ppm","39","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"06/14/2020","AQS","060731008","1","0.033","ppm","31","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"06/15/2020","AQS","060731008","1","0.032","ppm","30","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"06/16/2020","AQS","060731008","1","0.034","ppm","31","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"06/17/2020","AQS","060731008","1","0.033","ppm","31","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"06/18/2020","AQS","060731008","1","0.038","ppm","35","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"06/19/2020","AQS","060731008","1","0.038","ppm","35","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"06/20/2020","AQS","060731008","1","0.039","ppm","36","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"06/21/2020","AQS","060731008","1","0.04","ppm","37","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"06/22/2020","AQS","060731008","1","0.042","ppm","39","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"06/23/2020","AQS","060731008","1","0.037","ppm","34","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"06/24/2020","AQS","060731008","1","0.038","ppm","35","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"06/25/2020","AQS","060731008","1","0.039","ppm","36","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"06/26/2020","AQS","060731008","1","0.038","ppm","35","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"06/27/2020","AQS","060731008","1","0.036","ppm","33","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"06/28/2020","AQS","060731008","1","0.026","ppm","24","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"06/29/2020","AQS","060731008","1","0.032","ppm","30","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"06/30/2020","AQS","060731008","1","0.04","ppm","37","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"07/01/2020","AQS","060731008","1","0.041","ppm","38","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"07/02/2020","AQS","060731008","1","0.041","ppm","38","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"07/03/2020","AQS","060731008","1","0.04","ppm","37","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"07/04/2020","AQS","060731008","1","0.035","ppm","32","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"07/05/2020","AQS","060731008","1","0.034","ppm","31","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"07/06/2020","AQS","060731008","1","0.036","ppm","33","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"07/07/2020","AQS","060731008","1","0.036","ppm","33","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"07/08/2020","AQS","060731008","1","0.036","ppm","33","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"07/09/2020","AQS","060731008","1","0.036","ppm","33","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"07/10/2020","AQS","060731008","1","0.038","ppm","35","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"07/11/2020","AQS","060731008","1","0.044","ppm","41","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"07/12/2020","AQS","060731008","1","0.032","ppm","30","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"07/13/2020","AQS","060731008","1","0.028","ppm","26","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"07/14/2020","AQS","060731008","1","0.032","ppm","30","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"07/15/2020","AQS","060731008","1","0.036","ppm","33","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"07/16/2020","AQS","060731008","1","0.033","ppm","31","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"07/17/2020","AQS","060731008","1","0.035","ppm","32","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"07/18/2020","AQS","060731008","1","0.037","ppm","34","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"07/19/2020","AQS","060731008","1","0.037","ppm","34","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"07/20/2020","AQS","060731008","1","0.032","ppm","30","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"07/21/2020","AQS","060731008","1","0.034","ppm","31","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"07/22/2020","AQS","060731008","1","0.035","ppm","32","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"07/23/2020","AQS","060731008","1","0.032","ppm","30","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"07/24/2020","AQS","060731008","1","0.032","ppm","30","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"07/25/2020","AQS","060731008","1","0.038","ppm","35","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"07/26/2020","AQS","060731008","1","0.047","ppm","44","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"07/27/2020","AQS","060731008","1","0.034","ppm","31","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"07/28/2020","AQS","060731008","1","0.033","ppm","31","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"07/29/2020","AQS","060731008","1","0.037","ppm","34","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"07/30/2020","AQS","060731008","1","0.035","ppm","32","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"07/31/2020","AQS","060731008","1","0.033","ppm","31","Camp Pendleton","13","76.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"08/01/2020","AQS","060731008","1","0.032","ppm","30","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"08/02/2020","AQS","060731008","1","0.032","ppm","30","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"08/03/2020","AQS","060731008","1","0.035","ppm","32","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"08/04/2020","AQS","060731008","1","0.036","ppm","33","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"08/05/2020","AQS","060731008","1","0.036","ppm","33","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"08/06/2020","AQS","060731008","1","0.03","ppm","28","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"08/07/2020","AQS","060731008","1","0.035","ppm","32","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"08/08/2020","AQS","060731008","1","0.035","ppm","32","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"08/09/2020","AQS","060731008","1","0.034","ppm","31","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"08/10/2020","AQS","060731008","1","0.034","ppm","31","Camp Pendleton","17","100.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"08/11/2020","AQS","060731008","1","0.032","ppm","30","Camp Pendleton","13","76.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"08/12/2020","AQS","060731008","1","0.039","ppm","36","Camp Pendleton","13","76.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
"08/13/2020","AQS","060731008","1","0.036","ppm","33","Camp Pendleton","13","76.0000","44201","Ozone","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","33.2170550008652","-117.396177"
