Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
12/30/20,AQS,60731006,1,0.2,ug/m3 LC,1,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
12/31/20,AQS,60731006,1,2.5,ug/m3 LC,10,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
1/1/20,AQS,60731008,1,8.4,ug/m3 LC,35,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
1/2/20,AQS,60731008,1,10.3,ug/m3 LC,43,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
1/3/20,AQS,60731008,1,8.2,ug/m3 LC,34,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
1/4/20,AQS,60731008,1,8.9,ug/m3 LC,37,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
1/5/20,AQS,60731008,1,11.3,ug/m3 LC,47,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
1/6/20,AQS,60731008,1,3.4,ug/m3 LC,14,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
1/7/20,AQS,60731008,1,4.6,ug/m3 LC,19,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
1/8/20,AQS,60731008,1,6.7,ug/m3 LC,28,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
1/9/20,AQS,60731008,1,6,ug/m3 LC,25,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
1/10/20,AQS,60731008,1,5.5,ug/m3 LC,23,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
1/11/20,AQS,60731008,1,7.3,ug/m3 LC,30,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
1/12/20,AQS,60731008,1,7.3,ug/m3 LC,30,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
1/13/20,AQS,60731008,1,8.6,ug/m3 LC,36,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
1/14/20,AQS,60731008,1,10.7,ug/m3 LC,45,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
1/15/20,AQS,60731008,1,21.9,ug/m3 LC,72,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
1/16/20,AQS,60731008,1,14.5,ug/m3 LC,56,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
1/17/20,AQS,60731008,1,3.1,ug/m3 LC,13,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
1/18/20,AQS,60731008,1,7.5,ug/m3 LC,31,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
1/19/20,AQS,60731008,1,9.2,ug/m3 LC,38,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
1/20/20,AQS,60731008,1,10.3,ug/m3 LC,43,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
1/21/20,AQS,60731008,1,4.3,ug/m3 LC,18,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
1/22/20,AQS,60731008,1,4.7,ug/m3 LC,20,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
1/23/20,AQS,60731008,1,11.2,ug/m3 LC,47,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
1/24/20,AQS,60731008,1,8.4,ug/m3 LC,35,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
1/25/20,AQS,60731008,1,17.2,ug/m3 LC,62,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
1/26/20,AQS,60731008,1,12.5,ug/m3 LC,52,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
1/27/20,AQS,60731008,1,12.6,ug/m3 LC,52,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
1/28/20,AQS,60731008,1,8.8,ug/m3 LC,37,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
1/29/20,AQS,60731008,1,5,ug/m3 LC,21,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
1/30/20,AQS,60731008,1,4.5,ug/m3 LC,19,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
1/31/20,AQS,60731008,1,6.7,ug/m3 LC,28,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/1/20,AQS,60731008,1,5.6,ug/m3 LC,23,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/2/20,AQS,60731008,1,5.9,ug/m3 LC,25,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/3/20,AQS,60731008,1,6.4,ug/m3 LC,27,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/4/20,AQS,60731008,1,1.5,ug/m3 LC,6,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/5/20,AQS,60731008,1,3.4,ug/m3 LC,14,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/6/20,AQS,60731008,1,5.1,ug/m3 LC,21,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/7/20,AQS,60731008,1,9.6,ug/m3 LC,40,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/8/20,AQS,60731008,1,11.1,ug/m3 LC,46,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/9/20,AQS,60731008,1,6.4,ug/m3 LC,27,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/10/20,AQS,60731008,1,3.8,ug/m3 LC,16,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/11/20,AQS,60731008,1,7.9,ug/m3 LC,33,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/12/20,AQS,60731008,1,7.1,ug/m3 LC,30,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/13/20,AQS,60731008,1,11.5,ug/m3 LC,48,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/14/20,AQS,60731008,1,11.1,ug/m3 LC,46,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/15/20,AQS,60731008,1,10.1,ug/m3 LC,42,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/16/20,AQS,60731008,1,9.2,ug/m3 LC,38,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/17/20,AQS,60731008,1,8.4,ug/m3 LC,35,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/18/20,AQS,60731008,1,9.8,ug/m3 LC,41,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/19/20,AQS,60731008,1,10.7,ug/m3 LC,45,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/20/20,AQS,60731008,1,18,ug/m3 LC,63,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/21/20,AQS,60731008,1,10.3,ug/m3 LC,43,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/22/20,AQS,60731008,1,5.7,ug/m3 LC,24,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/23/20,AQS,60731008,1,8,ug/m3 LC,33,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/24/20,AQS,60731008,1,9.3,ug/m3 LC,39,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/25/20,AQS,60731008,1,8.9,ug/m3 LC,37,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/26/20,AQS,60731008,1,3.6,ug/m3 LC,15,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/27/20,AQS,60731008,1,2.7,ug/m3 LC,11,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/28/20,AQS,60731008,1,4.7,ug/m3 LC,20,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/29/20,AQS,60731008,1,7.7,ug/m3 LC,32,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/1/20,AQS,60731008,1,6.9,ug/m3 LC,29,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/2/20,AQS,60731008,1,5.7,ug/m3 LC,24,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/3/20,AQS,60731008,1,4.2,ug/m3 LC,18,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/4/20,AQS,60731008,1,9.4,ug/m3 LC,39,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/5/20,AQS,60731008,1,11.9,ug/m3 LC,50,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/6/20,AQS,60731008,1,6.8,ug/m3 LC,28,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/7/20,AQS,60731008,1,1.3,ug/m3 LC,5,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/8/20,AQS,60731008,1,0.1,ug/m3 LC,0,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/9/20,AQS,60731008,1,1.2,ug/m3 LC,5,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/10/20,AQS,60731008,1,1.4,ug/m3 LC,6,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/11/20,AQS,60731008,1,2.2,ug/m3 LC,9,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/12/20,AQS,60731008,1,3.2,ug/m3 LC,13,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/13/20,AQS,60731008,1,3.3,ug/m3 LC,14,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/14/20,AQS,60731008,1,3.6,ug/m3 LC,15,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/15/20,AQS,60731008,1,3.5,ug/m3 LC,15,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/16/20,AQS,60731008,1,5.5,ug/m3 LC,23,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/17/20,AQS,60731008,1,1.7,ug/m3 LC,7,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/18/20,AQS,60731008,1,2.4,ug/m3 LC,10,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/19/20,AQS,60731008,1,3.4,ug/m3 LC,14,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/20/20,AQS,60731008,1,3.1,ug/m3 LC,13,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/21/20,AQS,60731008,1,3.8,ug/m3 LC,16,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/22/20,AQS,60731008,1,3.4,ug/m3 LC,14,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/23/20,AQS,60731008,1,1.7,ug/m3 LC,7,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/24/20,AQS,60731008,1,2.1,ug/m3 LC,9,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/25/20,AQS,60731008,1,1.6,ug/m3 LC,7,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/26/20,AQS,60731008,1,2.8,ug/m3 LC,12,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/27/20,AQS,60731008,1,4,ug/m3 LC,17,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/28/20,AQS,60731008,1,6.6,ug/m3 LC,28,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/29/20,AQS,60731008,1,6.6,ug/m3 LC,28,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/30/20,AQS,60731008,1,7.8,ug/m3 LC,33,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/31/20,AQS,60731008,1,6.7,ug/m3 LC,28,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/1/20,AQS,60731008,1,8.2,ug/m3 LC,34,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/2/20,AQS,60731008,1,10.5,ug/m3 LC,44,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/3/20,AQS,60731008,1,9.8,ug/m3 LC,41,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/4/20,AQS,60731008,1,8.6,ug/m3 LC,36,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/5/20,AQS,60731008,1,3.3,ug/m3 LC,14,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/6/20,AQS,60731008,1,2.1,ug/m3 LC,9,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/7/20,AQS,60731008,1,1.7,ug/m3 LC,7,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/8/20,AQS,60731008,1,0.6,ug/m3 LC,3,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/9/20,AQS,60731008,1,0.5,ug/m3 LC,2,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/10/20,AQS,60731008,1,1.4,ug/m3 LC,6,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/11/20,AQS,60731008,1,2.5,ug/m3 LC,10,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/12/20,AQS,60731008,1,1.9,ug/m3 LC,8,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/13/20,AQS,60731008,1,3.2,ug/m3 LC,13,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/14/20,AQS,60731008,1,7.7,ug/m3 LC,32,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/15/20,AQS,60731008,1,7.2,ug/m3 LC,30,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/16/20,AQS,60731008,1,9.4,ug/m3 LC,39,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/17/20,AQS,60731008,1,3.4,ug/m3 LC,14,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/18/20,AQS,60731008,1,3.4,ug/m3 LC,14,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/19/20,AQS,60731008,1,5.1,ug/m3 LC,21,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/20/20,AQS,60731008,1,5.5,ug/m3 LC,23,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/21/20,AQS,60731008,1,7.3,ug/m3 LC,30,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/22/20,AQS,60731008,1,9,ug/m3 LC,38,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/23/20,AQS,60731008,1,11.6,ug/m3 LC,48,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/24/20,AQS,60731008,1,11,ug/m3 LC,46,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/25/20,AQS,60731008,1,7.1,ug/m3 LC,30,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/26/20,AQS,60731008,1,7.1,ug/m3 LC,30,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/27/20,AQS,60731008,1,8.3,ug/m3 LC,35,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/28/20,AQS,60731008,1,12.5,ug/m3 LC,52,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/29/20,AQS,60731008,1,8.1,ug/m3 LC,34,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/30/20,AQS,60731008,1,6,ug/m3 LC,25,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
5/1/20,AQS,60731008,1,9.9,ug/m3 LC,41,Camp Pendleton,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
