Date,Source,Site ID,POC,Daily Max 1-hour SO2 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
2/8/20,AQS,60731022,1,0.3,ppb,0,El Cajon - Lexington Elementary School,21,88,42401,Sulfur dioxide,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.789565,-116.944308
2/9/20,AQS,60731022,1,0,ppb,0,El Cajon - Lexington Elementary School,21,88,42401,Sulfur dioxide,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.789565,-116.944308
2/10/20,AQS,60731022,1,0,ppb,0,El Cajon - Lexington Elementary School,20,83,42401,Sulfur dioxide,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.789565,-116.944308
2/11/20,AQS,60731022,1,0.1,ppb,0,El Cajon - Lexington Elementary School,20,83,42401,Sulfur dioxide,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.789565,-116.944308
2/12/20,AQS,60731022,1,0.2,ppb,0,El Cajon - Lexington Elementary School,20,83,42401,Sulfur dioxide,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.789565,-116.944308
2/13/20,AQS,60731022,1,0.2,ppb,0,El Cajon - Lexington Elementary School,24,100,42401,Sulfur dioxide,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.789565,-116.944308
2/14/20,AQS,60731022,1,0.3,ppb,0,El Cajon - Lexington Elementary School,24,100,42401,Sulfur dioxide,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.789565,-116.944308
2/15/20,AQS,60731022,1,0.1,ppb,0,El Cajon - Lexington Elementary School,24,100,42401,Sulfur dioxide,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.789565,-116.944308
2/16/20,AQS,60731022,1,0.2,ppb,0,El Cajon - Lexington Elementary School,24,100,42401,Sulfur dioxide,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.789565,-116.944308
2/17/20,AQS,60731022,1,0.1,ppb,0,El Cajon - Lexington Elementary School,24,100,42401,Sulfur dioxide,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.789565,-116.944308
