Date,Source,Site ID,POC,Daily Max 1-hour NO2 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
2/16/20,AQS,60731008,1,19,ppb,18,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/17/20,AQS,60731008,1,18,ppb,17,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/18/20,AQS,60731008,1,9,ppb,8,Camp Pendleton,18,75,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/20/20,AQS,60731008,1,56,ppb,53,Camp Pendleton,21,88,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/21/20,AQS,60731008,1,14,ppb,13,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/22/20,AQS,60731008,1,14,ppb,13,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/23/20,AQS,60731008,1,6,ppb,6,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/24/20,AQS,60731008,1,19,ppb,18,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/25/20,AQS,60731008,1,46,ppb,43,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/26/20,AQS,60731008,1,35,ppb,33,Camp Pendleton,21,88,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/27/20,AQS,60731008,1,19,ppb,18,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/28/20,AQS,60731008,1,27,ppb,25,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
2/29/20,AQS,60731008,1,13,ppb,12,Camp Pendleton,23,96,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/1/20,AQS,60731008,1,4,ppb,4,Camp Pendleton,23,96,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/2/20,AQS,60731008,1,18,ppb,17,Camp Pendleton,20,83,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/3/20,AQS,60731008,1,21,ppb,20,Camp Pendleton,24,100,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/4/20,AQS,60731008,1,22,ppb,21,Camp Pendleton,20,83,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/5/20,AQS,60731008,1,16,ppb,15,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/6/20,AQS,60731008,1,22,ppb,21,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/7/20,AQS,60731008,1,4,ppb,4,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/8/20,AQS,60731008,1,7,ppb,7,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/9/20,AQS,60731008,1,13,ppb,12,Camp Pendleton,18,75,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/13/20,AQS,60731008,1,13,ppb,12,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/14/20,AQS,60731008,1,9,ppb,8,Camp Pendleton,18,75,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/15/20,AQS,60731008,1,13,ppb,12,Camp Pendleton,24,100,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/16/20,AQS,60731008,1,17,ppb,16,Camp Pendleton,23,96,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/17/20,AQS,60731008,1,14,ppb,13,Camp Pendleton,19,79,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/18/20,AQS,60731008,1,10,ppb,9,Camp Pendleton,18,75,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/20/20,AQS,60731008,1,23,ppb,22,Camp Pendleton,20,83,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/21/20,AQS,60731008,1,11,ppb,10,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/22/20,AQS,60731008,1,4,ppb,4,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/28/20,AQS,60731008,1,11,ppb,10,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/29/20,AQS,60731008,1,4,ppb,4,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/30/20,AQS,60731008,1,15,ppb,14,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
3/31/20,AQS,60731008,1,16,ppb,15,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/1/20,AQS,60731008,1,11,ppb,10,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/3/20,AQS,60731008,1,21,ppb,20,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/4/20,AQS,60731008,1,5,ppb,5,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/5/20,AQS,60731008,1,3,ppb,3,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/6/20,AQS,60731008,1,5,ppb,5,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/7/20,AQS,60731008,1,13,ppb,12,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/8/20,AQS,60731008,1,17,ppb,16,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/9/20,AQS,60731008,1,6,ppb,6,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/10/20,AQS,60731008,1,12,ppb,11,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/11/20,AQS,60731008,1,5,ppb,5,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/12/20,AQS,60731008,1,1,ppb,1,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/13/20,AQS,60731008,1,13,ppb,12,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/14/20,AQS,60731008,1,11,ppb,10,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/15/20,AQS,60731008,1,14,ppb,13,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/16/20,AQS,60731008,1,19,ppb,18,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/17/20,AQS,60731008,1,9,ppb,8,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/18/20,AQS,60731008,1,3,ppb,3,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/19/20,AQS,60731008,1,2,ppb,2,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/20/20,AQS,60731008,1,8,ppb,8,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/21/20,AQS,60731008,1,9,ppb,8,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/22/20,AQS,60731008,1,11,ppb,10,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/23/20,AQS,60731008,1,19,ppb,18,Camp Pendleton,21,88,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/24/20,AQS,60731008,1,12,ppb,11,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/25/20,AQS,60731008,1,5,ppb,5,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/26/20,AQS,60731008,1,6,ppb,6,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/27/20,AQS,60731008,1,11,ppb,10,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/28/20,AQS,60731008,1,10,ppb,9,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/29/20,AQS,60731008,1,12,ppb,11,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
4/30/20,AQS,60731008,1,8,ppb,8,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
5/1/20,AQS,60731008,1,12,ppb,11,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
5/2/20,AQS,60731008,1,5,ppb,5,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
5/3/20,AQS,60731008,1,4,ppb,4,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
5/4/20,AQS,60731008,1,14,ppb,13,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
5/5/20,AQS,60731008,1,13,ppb,12,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
5/6/20,AQS,60731008,1,19,ppb,18,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
5/7/20,AQS,60731008,1,25,ppb,24,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
5/8/20,AQS,60731008,1,16,ppb,15,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
5/9/20,AQS,60731008,1,4,ppb,4,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
5/10/20,AQS,60731008,1,3,ppb,3,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
5/11/20,AQS,60731008,1,9,ppb,8,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
5/12/20,AQS,60731008,1,8,ppb,8,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
5/13/20,AQS,60731008,1,11,ppb,10,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
5/14/20,AQS,60731008,1,12,ppb,11,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
5/15/20,AQS,60731008,1,8,ppb,8,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
5/16/20,AQS,60731008,1,6,ppb,6,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
5/17/20,AQS,60731008,1,4,ppb,4,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
5/18/20,AQS,60731008,1,10,ppb,9,Camp Pendleton,21,88,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
5/19/20,AQS,60731008,1,9,ppb,8,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
5/20/20,AQS,60731008,1,14,ppb,13,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
5/21/20,AQS,60731008,1,9,ppb,8,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
5/22/20,AQS,60731008,1,7,ppb,7,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
5/23/20,AQS,60731008,1,7,ppb,7,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
5/24/20,AQS,60731008,1,3,ppb,3,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
5/25/20,AQS,60731008,1,7,ppb,7,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
5/26/20,AQS,60731008,1,10,ppb,9,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
5/27/20,AQS,60731008,1,10,ppb,9,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
5/28/20,AQS,60731008,1,9,ppb,8,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
5/29/20,AQS,60731008,1,5,ppb,5,Camp Pendleton,22,92,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
5/30/20,AQS,60731008,1,5,ppb,5,Camp Pendleton,20,83,42602,Nitrogen dioxide (NO2),41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,33.217055,-117.396177
