State Code,County Code,Site Num,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Sample Duration,Pollutant Standard,Date Local,Units of Measure,Event Type,Observation Count,Observation Percent,Arithmetic Mean,1st Max Value,1st Max Hour,AQI,Method Code,Method Name,Local Site Name,Address,State Name,County Name,City Name,CBSA Name,Date of Last Change
6,73,1,61103,1,32.631242,-117.059088,NAD83,Wind Speed - Resultant,1 HOUR,,1/1/20,Knots,None,24,100,2.733333,5.8,12,,20,INSTRUMENTAL - VECTOR SUMMATION,Chula Vista,"84 E. 'J' ST., CHULA VISTA",California,San Diego,Chula Vista,"San Diego-Carlsbad, CA",4/18/21
6,73,1,61103,1,32.631242,-117.059088,NAD83,Wind Speed - Resultant,1 HOUR,,1/2/20,Knots,None,24,100,2.379167,6.4,13,,20,INSTRUMENTAL - VECTOR SUMMATION,Chula Vista,"84 E. 'J' ST., CHULA VISTA",California,San Diego,Chula Vista,"San Diego-Carlsbad, CA",4/18/21
6,73,1,61103,1,32.631242,-117.059088,NAD83,Wind Speed - Resultant,1 HOUR,,1/3/20,Knots,None,23,96,1.730435,4.6,14,,20,INSTRUMENTAL - VECTOR SUMMATION,Chula Vista,"84 E. 'J' ST., CHULA VISTA",California,San Diego,Chula Vista,"San Diego-Carlsbad, CA",4/18/21
6,73,1,61103,1,32.631242,-117.059088,NAD83,Wind Speed - Resultant,1 HOUR,,1/4/20,Knots,None,24,100,1.608333,4.6,13,,20,INSTRUMENTAL - VECTOR SUMMATION,Chula Vista,"84 E. 'J' ST., CHULA VISTA",California,San Diego,Chula Vista,"San Diego-Carlsbad, CA",4/18/21
6,73,1,61103,1,32.631242,-117.059088,NAD83,Wind Speed - Resultant,1 HOUR,,1/5/20,Knots,None,24,100,1.758333,5,13,,20,INSTRUMENTAL - VECTOR SUMMATION,Chula Vista,"84 E. 'J' ST., CHULA VISTA",California,San Diego,Chula Vista,"San Diego-Carlsbad, CA",4/18/21
6,73,1,61103,1,32.631242,-117.059088,NAD83,Wind Speed - Resultant,1 HOUR,,1/6/20,Knots,None,24,100,2.3375,4.9,19,,20,INSTRUMENTAL - VECTOR SUMMATION,Chula Vista,"84 E. 'J' ST., CHULA VISTA",California,San Diego,Chula Vista,"San Diego-Carlsbad, CA",4/18/21
6,73,1,61103,1,32.631242,-117.059088,NAD83,Wind Speed - Resultant,1 HOUR,,1/7/20,Knots,None,24,100,2.104167,4.6,13,,20,INSTRUMENTAL - VECTOR SUMMATION,Chula Vista,"84 E. 'J' ST., CHULA VISTA",California,San Diego,Chula Vista,"San Diego-Carlsbad, CA",4/18/21
6,73,1,61103,1,32.631242,-117.059088,NAD83,Wind Speed - Resultant,1 HOUR,,1/8/20,Knots,None,24,100,3.1,6.2,14,,20,INSTRUMENTAL - VECTOR SUMMATION,Chula Vista,"84 E. 'J' ST., CHULA VISTA",California,San Diego,Chula Vista,"San Diego-Carlsbad, CA",4/18/21
6,73,1,61103,1,32.631242,-117.059088,NAD83,Wind Speed - Resultant,1 HOUR,,1/9/20,Knots,None,24,100,4.254167,8.6,12,,20,INSTRUMENTAL - VECTOR SUMMATION,Chula Vista,"84 E. 'J' ST., CHULA VISTA",California,San Diego,Chula Vista,"San Diego-Carlsbad, CA",4/18/21
6,73,1,61103,1,32.631242,-117.059088,NAD83,Wind Speed - Resultant,1 HOUR,,1/10/20,Knots,None,24,100,2.120833,5.5,14,,20,INSTRUMENTAL - VECTOR SUMMATION,Chula Vista,"84 E. 'J' ST., CHULA VISTA",California,San Diego,Chula Vista,"San Diego-Carlsbad, CA",4/18/21
6,73,1,61103,1,32.631242,-117.059088,NAD83,Wind Speed - Resultant,1 HOUR,,1/11/20,Knots,None,24,100,2.8,5.8,13,,20,INSTRUMENTAL - VECTOR SUMMATION,Chula Vista,"84 E. 'J' ST., CHULA VISTA",California,San Diego,Chula Vista,"San Diego-Carlsbad, CA",4/18/21
6,73,1,61103,1,32.631242,-117.059088,NAD83,Wind Speed - Resultant,1 HOUR,,1/12/20,Knots,None,24,100,2.804167,5.6,14,,20,INSTRUMENTAL - VECTOR SUMMATION,Chula Vista,"84 E. 'J' ST., CHULA VISTA",California,San Diego,Chula Vista,"San Diego-Carlsbad, CA",4/18/21
6,73,1,61103,1,32.631242,-117.059088,NAD83,Wind Speed - Resultant,1 HOUR,,1/13/20,Knots,None,24,100,2.670833,5.4,13,,20,INSTRUMENTAL - VECTOR SUMMATION,Chula Vista,"84 E. 'J' ST., CHULA VISTA",California,San Diego,Chula Vista,"San Diego-Carlsbad, CA",4/18/21
6,73,1,61103,1,32.631242,-117.059088,NAD83,Wind Speed - Resultant,1 HOUR,,1/14/20,Knots,None,24,100,2.345833,6.2,15,,20,INSTRUMENTAL - VECTOR SUMMATION,Chula Vista,"84 E. 'J' ST., CHULA VISTA",California,San Diego,Chula Vista,"San Diego-Carlsbad, CA",4/18/21
6,73,1,61103,1,32.631242,-117.059088,NAD83,Wind Speed - Resultant,1 HOUR,,1/15/20,Knots,None,24,100,1.883333,5.1,13,,20,INSTRUMENTAL - VECTOR SUMMATION,Chula Vista,"84 E. 'J' ST., CHULA VISTA",California,San Diego,Chula Vista,"San Diego-Carlsbad, CA",4/18/21
6,73,1,61103,1,32.631242,-117.059088,NAD83,Wind Speed - Resultant,1 HOUR,,1/16/20,Knots,None,24,100,2.65,6.4,14,,20,INSTRUMENTAL - VECTOR SUMMATION,Chula Vista,"84 E. 'J' ST., CHULA VISTA",California,San Diego,Chula Vista,"San Diego-Carlsbad, CA",4/18/21
6,73,1,61103,1,32.631242,-117.059088,NAD83,Wind Speed - Resultant,1 HOUR,,1/17/20,Knots,None,24,100,2.258333,4.8,16,,20,INSTRUMENTAL - VECTOR SUMMATION,Chula Vista,"84 E. 'J' ST., CHULA VISTA",California,San Diego,Chula Vista,"San Diego-Carlsbad, CA",4/18/21
6,73,1,61103,1,32.631242,-117.059088,NAD83,Wind Speed - Resultant,1 HOUR,,1/18/20,Knots,None,24,100,1.854167,5.6,14,,20,INSTRUMENTAL - VECTOR SUMMATION,Chula Vista,"84 E. 'J' ST., CHULA VISTA",California,San Diego,Chula Vista,"San Diego-Carlsbad, CA",4/18/21
6,73,1,61103,1,32.631242,-117.059088,NAD83,Wind Speed - Resultant,1 HOUR,,1/19/20,Knots,None,24,100,1.829167,6.7,13,,20,INSTRUMENTAL - VECTOR SUMMATION,Chula Vista,"84 E. 'J' ST., CHULA VISTA",California,San Diego,Chula Vista,"San Diego-Carlsbad, CA",4/18/21
6,73,1,61103,1,32.631242,-117.059088,NAD83,Wind Speed - Resultant,1 HOUR,,1/20/20,Knots,None,24,100,1.875,6,14,,20,INSTRUMENTAL - VECTOR SUMMATION,Chula Vista,"84 E. 'J' ST., CHULA VISTA",California,San Diego,Chula Vista,"San Diego-Carlsbad, CA",4/18/21
